query_stock_code,query_canonical,bsns_year,rcept_no,corp_cls,corp_code,corp_name,inv_prm,frst_acqs_de,invstmnt_purps,frst_acqs_amount,bsis_blce_qy,bsis_blce_qota_rt,bsis_blce_acntbk_amount,incrs_dcrs_acqs_dsps_qy,incrs_dcrs_acqs_dsps_amount,incrs_dcrs_evl_lstmn,trmend_blce_qy,trmend_blce_qota_rt,trmend_blce_acntbk_amount,recent_bsns_year_fnnr_sttus_tot_assets,recent_bsns_year_fnnr_sttus_thstrm_ntpf,stlm_dt
373220,LG에너지솔루션,2025,20260312000217,Y,01515323,LG에너지솔루션,Volta Energy Soutions SARL 주2),2021.01.25,단순투자,"57,305,000,000","3,490,000",5,"48,481,000,000",-,-,"-636,000,000","3,490,000",5,"47,845,000,000","1,923,527,000,000","-104,833,000,000",2025-12-31
373220,LG에너지솔루션,2025,20260312000217,Y,01515323,LG에너지솔루션,LG Energy Solution Fund I LLC,2021.05.25,경영참여,"1,868,000,000",-,100,"49,604,000,000",-,"636,000,000","-28,196,000,000",-,100,"22,044,000,000","23,132,000,000","-643,000,000",2025-12-31
373220,LG에너지솔루션,2025,20260312000217,Y,01515323,LG에너지솔루션,LG Energy Solution Vertech Inc.,2022.02.28,경영참여,"16,153,000,000","5,760",100,"16,168,000,000",-,-,-,"5,760",100,"16,168,000,000","1,942,981,000,000","13,300,000,000",2025-12-31
373220,LG에너지솔루션,2025,20260312000217,Y,01515323,LG에너지솔루션,"LG Energy Solution Arizona, INC.",2022.04.01,경영참여,"66,590,000,000","1,000",100,"268,727,000,000",-,"75,077,000,000",-,"1,000",100,"343,804,000,000","2,977,044,000,000","5,206,000,000",2025-12-31
373220,LG에너지솔루션,2025,20260312000217,Y,01515323,LG에너지솔루션,"Baterias De Castilla, S.L.",2022.06.10,경영참여,"4,000,000",-,100,"4,000,000",-,-,-,-,100,"4,000,000","245,000,000",-,2025-12-31
373220,LG에너지솔루션,2025,20260312000217,Y,01515323,LG에너지솔루션,Queensland Pacific Metals 주2),2021.08.02,단순투자,"12,024,000,000","99,235,889",4,"5,078,000,000","-99,235,889","-14,433,000,000","9,355,000,000",-,-,-,"213,099,000,000","-21,267,000,000",2025-12-31
373220,LG에너지솔루션,2025,20260312000217,Y,01515323,LG에너지솔루션,Capchem Poland SP. Z.o.o. 주2),2022.04.06,단순투자,"4,855,000,000","84,460",10,"6,091,000,000",-,-,"1,936,000,000","84,460",10,"8,027,000,000","116,229,000,000","403,000,000",2025-12-31
373220,LG에너지솔루션,2025,20260312000217,Y,01515323,LG에너지솔루션,Li-Cycle Holdings Corp. 주2),2022.05.09,단순투자,"26,007,000,000","331,272",1,"872,000,000",-,-,"786,000,000","331,272",1,"1,658,000,000","1,265,964,000,000","-187,820,000,000",2025-12-31
373220,LG에너지솔루션,2025,20260312000217,Y,01515323,LG에너지솔루션,Great Power 주2),2021.10.08,단순투자,"36,751,000,000","6,857,163",4,"29,420,000,000",-,-,"5,994,000,000","6,857,163",4,"35,414,000,000","673,547,000,000","-8,024,000,000",2025-12-31
373220,LG에너지솔루션,2025,20260312000217,Y,01515323,LG에너지솔루션,PT.HLI Green Power,2021.08.18,경영참여,"209,132,000,000","1,780,000",50,"209,132,000,000",-,-,-,"1,780,000",50,"209,132,000,000","1,641,935,000,000","91,616,000,000",2025-12-31
