date,open,high,low,close,volume,trading_value
20260703,281500,284500,268500,281500,171284,47454638500
20260702,277000,289000,267500,281500,192139,53871085000
20260701,283500,286000,274500,280000,258564,72323111250
20260630,301000,303500,278500,280000,409549,116538814750
20260629,273500,309000,268500,308000,303017,89713903500
20260626,284500,291000,264500,271000,283029,77656173500
20260625,300500,305500,285000,285500,225142,65966120250
20260624,292500,299500,286000,297500,285310,83523346000
20260623,326000,329500,290500,291500,323294,98134440250
20260622,339000,339000,322000,323000,217199,70676938000
20260619,346000,355000,322000,338000,384173,129551817000
20260618,357500,364500,340500,342500,316742,110481435750
20260617,368500,372500,359000,361000,188380,68507612750
20260616,364500,372500,356000,367500,228006,83476396750
20260615,355000,361500,346000,360500,254923,90984079250
20260612,331500,348000,328000,345000,370877,126815619000
20260611,313000,318500,304000,316500,439844,137484527000
20260610,321500,333000,312000,323000,460889,147243900500
20260609,323500,333500,318000,329000,442906,144556570500
20260608,320500,331000,317500,321000,350623,113204888500
20260605,357000,359000,330000,349000,280325,96602047250
20260604,351500,358500,340500,352000,437034,152904194793
20260602,358000,381000,354000,355000,509454,185147478000
20260601,364500,379500,358500,363500,556724,206480462750
20260529,345000,372000,339500,367000,935945,336027464500
20260528,343000,348500,329500,344500,475564,161456716000
20260527,348500,351500,330500,331000,447062,151120785500
20260526,359000,361000,349500,351000,288865,102056979250
20260522,357000,362000,345500,351000,349477,123143737750
20260521,343000,349500,336000,348000,373133,128598470250
20260520,353500,354000,326000,332000,458363,152117091750
20260519,369500,369500,341500,350500,395053,138163393250
20260518,378500,380000,351500,373000,248124,90936117500
20260515,393000,409500,367000,374000,407694,156634604250
20260514,394500,395000,376500,392500,365104,141266981750
20260513,395000,397000,374000,387500,337701,130281251250
20260512,419000,420500,377000,388500,1047094,409086740244
20260511,426500,431750,415500,423500,323937,137270345750
20260508,425000,437500,414500,429500,316902,135732230250
20260507,424500,429000,413750,425000,397016,167695184750
20260506,436000,436000,413000,423500,372989,157334162500
20260504,411500,435000,408000,429000,609933,259149868500
20260430,407500,407500,392000,397000,283039,112492456000
20260429,397500,411500,395000,407500,414937,167656305750
20260428,386000,403500,385000,394000,339216,133867855000
20260427,390000,390000,377000,379500,305442,116370113500
20260424,390000,393500,378500,391500,309047,119236784500
20260423,400500,403500,384500,391500,373795,146719632517
20260422,390000,399500,385000,392000,344699,135254854250
20260421,374000,390000,371000,389500,449161,173245734750
20260420,360000,374000,359000,365500,239109,87976063000
20260417,357500,362000,352500,360000,188824,67675387250
20260416,360500,365000,351500,357500,218360,77665675250
20260415,349500,363000,348000,354000,322452,114588827442
20260414,346000,350500,340500,341500,164618,56615383750
20260413,344000,345000,336000,340000,264626,90133206250
20260410,359500,362500,351500,356000,283205,100997559000
20260409,353500,367000,348500,355000,717366,256740368750
20260408,342000,346500,331000,344500,374125,127253127750
20260407,316500,331000,315000,323500,313215,101823369000
20260406,303500,320500,303500,317000,299795,94781053750
20260403,309500,311500,299500,304500,241336,73514562000
20260402,316000,326500,298000,302000,438492,135423327500
20260401,314500,315500,302500,312500,322039,99710897750
20260331,319000,321000,297500,299000,473765,143938533750
20260330,299000,328500,297000,322000,387305,124114516500
20260327,304000,316500,298500,313000,239600,73821790500
20260326,320000,326500,311000,314000,213175,67592745000
20260325,319500,323000,311500,318000,218075,69243624500
20260324,305000,315000,303000,314000,337381,104559021000
20260323,298000,299500,289000,290000,249892,73173825500
20260320,310000,312500,306500,310000,214904,66444993750
20260319,308000,313000,303500,303500,207291,63691911250
20260318,314000,324000,312000,320000,278071,88413877750
20260317,300000,313500,300000,307500,256068,78703525500
20260316,296000,297500,288000,292000,325789,95182081500
20260313,295000,301500,294500,297500,273412,81375828000
20260312,311000,313500,304000,306000,308065,94659302250
20260311,321500,329500,312000,315500,217879,69984641750
20260310,320000,323000,305500,311000,279895,87471036250
20260309,305000,310500,288000,300000,582831,172373816000
20260306,317500,328000,307500,326500,511510,163514425000
20260305,334500,338500,321000,324500,550806,181157036500
20260304,343000,347500,303000,307000,720462,232177358750
20260303,402000,407000,360000,361000,956158,365875314750
20260227,381000,424000,381000,417500,1146026,474186407500
20260226,387500,393500,383000,390000,466977,181509171250
20260225,353000,401500,347500,387500,1099978,422499343500
20260224,335000,351500,333500,350500,519344,179667613250
20260223,339000,340000,332000,332500,232539,77698464000
20260220,333500,341500,331500,337000,236523,79742253000
20260219,326500,336500,326000,334500,383082,127218471000
20260213,331000,336000,324000,324500,386073,127004700750
20260212,325500,340000,324000,336500,576686,193138690750
20260211,324000,327000,318000,322500,393723,127373064391
20260210,312000,324500,310500,321000,413203,131281123688
20260209,313000,315000,305000,310500,259118,80386620000
20260206,303500,305500,297000,304000,266373,80465080250
20260205,315500,320000,307500,312000,310333,97249209250
20260204,305500,319000,305500,318000,351475,110924939000
