date,open,high,low,close,volume,trading_value
20260629,133000,156500,115300,124400,4687315,641092013900
20260622,169400,171500,129600,133700,3020683,452644964050
20260615,178400,186500,164700,169400,2765697,487093595250
20260608,170000,178600,155500,170000,3392218,561023059200
20260601,215000,218000,180100,180100,2957909,589407376100
20260526,225000,235500,206500,217000,3669826,803421886500
20260518,191000,219750,174900,216000,3418206,671120609400
20260511,236500,236500,188200,190500,4121214,854332147350
20260504,211500,243500,210000,237500,3340500,759234784000
20260427,208500,219000,205000,206000,1932309,406906428000
20260420,208000,222500,203500,208000,3268473,695669203000
20260413,201500,211500,197700,208000,1890202,385635382450
20260406,192600,214500,192600,201500,2548580,520725654950
20260330,196500,211000,190000,192600,2617448,521022663800
20260323,183800,207000,178300,202500,2456482,477368797650
20260316,189700,197000,181300,191900,2257170,430449918000
20260309,194800,215500,185300,191300,3499347,691676161450
20260303,215500,224000,165600,202500,4294595,829665406400
20260223,218500,225000,207000,221500,3228427,700339388000
20260219,199300,217500,197050,214000,1512678,318391704250
20260209,204000,213000,195000,196100,3110050,628487274650
20260202,227000,235500,193300,198200,6151028,1324726925400
20260126,179000,260000,178200,232000,14597921,3241922985150
20260119,145000,177000,143800,174300,4750777,782213664350
20260112,141100,155700,140300,145800,2066052,309698341050
20260105,139300,153400,139200,141900,2260957,330449667950
20251229,151500,158100,141400,141700,1310260,194099224350
20251222,156800,161200,153500,156300,1098730,173524184650
20251215,172400,179700,147700,155000,3102869,508780082000
20251208,160900,189000,160100,176000,5785591,1025916787600
20251201,154100,164000,153800,159700,2349552,374081585150
20251124,139900,154700,134200,149900,1828880,263081012000
20251117,153400,157500,137600,138200,1674964,244924542700
20251110,151400,162200,148600,150600,2154877,335639330100
20251103,163600,170900,148600,151100,2863764,457228283100
20251027,179900,180000,158000,160000,8740033,1496358622800
20251020,158800,174400,153500,172600,6502259,1065120804850
20251013,111200,167400,109500,161000,8945864,1298734150550
20251010,116200,116500,112200,112300,438108,49582239650
20250929,116100,116700,112000,116300,1179164,135296466250
20250922,119000,121500,115100,115100,1849018,218452060000
20250915,120000,124700,118800,118800,1848669,224204647200
20250908,115100,119500,113900,119000,1872355,218373680850
20250901,119900,122800,116500,116600,1266929,150829772600
20250825,131900,133400,121000,121200,1655091,211470659550
20250818,137500,137600,127200,128200,1883497,247167034750
20250811,126700,142000,125600,138800,4057736,549903240787
20250804,108800,133000,106200,124100,6361915,790141945750
20250728,114700,118300,107200,107300,2297604,258064111450
20250721,111500,116900,107200,114600,2303619,258542523950
20250714,106900,116600,101300,112200,3307525,359945209950
20250707,105100,106900,99900,105200,2362439,242437096300
20250630,101000,108300,99700,104100,1922377,199088368400
20250623,99000,108100,96400,100200,2987410,309126503900
20250616,91700,102300,88900,102000,3167383,301961619450
20250609,95300,101100,91100,92000,2622326,249701562150
20250602,90300,97900,87600,96200,1174231,108895766850
20250526,83000,91300,81100,89700,2426253,209960017000
20250519,93000,96100,83300,83600,1800899,159402423550
20250512,98800,104100,94000,94300,1701382,168217208500
20250507,104800,105500,97500,97800,1593016,161364957050
20250428,105800,108900,99700,104500,1828898,188470835450
20250421,95600,106300,93900,103500,1390372,138553243050
20250414,100500,103600,95100,96500,1314812,130210674600
20250407,94300,103700,92400,100300,2558094,251299974250
20250331,100100,100900,87000,98100,3280894,310280097500
20250324,113300,113300,103400,103500,1850763,201045773750
20250317,113100,114400,108300,112000,2822553,316103275350
20250310,116800,123900,111200,112500,3707686,438450659250
20250304,117900,118600,110700,116700,3269647,374071955350
20250224,135800,141700,117000,119000,5892759,768211237600
20250217,128500,140300,127000,137400,4490231,601688823000
20250210,118600,134300,116800,128000,4693314,589947791500
20250203,128200,130500,119000,121100,3048317,375308925600
20250131,128000,133700,125900,131000,485819,63149273000
20250120,132500,139600,123300,129600,5184541,678448705600
20250113,119500,136600,118100,130100,3652594,470995743800
20250106,114100,131600,113000,120200,3475194,418570009200
20241230,107900,115200,105000,113000,1769980,195419325300
20241223,115000,121000,106600,108000,2726037,307885068500
20241216,132000,133100,113200,114100,3376197,407669081200
20241209,127700,137200,126000,131000,2958893,390257483300
20241202,137300,142100,125000,129400,2354445,315752922000
20241125,136200,148700,134600,135200,3592023,507798955100
20241118,124700,137900,122100,135400,2699036,349565503000
20241111,161000,164700,120400,124500,4717951,662321531400
20241104,172000,189100,156100,160600,4884682,842672037900
20241028,159200,176200,159100,169700,3124067,529716744700
20241021,163100,165700,155000,157600,2032358,324209647700
20241014,178600,180000,162000,163100,2079325,354976959300
20241007,185800,194500,180600,180900,2615671,494601648400
20240930,193000,193900,182500,183400,1924524,363192411800
20240923,159800,192000,158900,190400,3826427,688720225700
20240919,161100,164000,155700,160800,873421,140015607000
20240909,155900,165000,148700,159100,3810387,593547463300
20240902,169000,183700,157500,158100,4146074,719786103100
20240826,175500,179100,163100,168300,2709862,460737769900
20240819,181300,182700,170200,174000,3094275,545040232800
20240812,179700,191900,175500,182100,2006442,367644956900
20240805,184400,188900,164000,179200,4565072,801668223500
