date,open,high,low,close,volume,trading_value
20260703,123000,125300,115300,124400,581378,70106133850
20260702,129800,130800,122600,125500,661857,82883391200
20260701,134300,142500,129500,132700,1507199,202168335900
20260630,154600,154600,142500,142500,984155,143359262900
20260629,133000,156500,132400,154500,952726,142574890050
20260626,142300,143900,129600,133700,797620,107692093000
20260625,152200,156200,142900,144000,536834,79067326350
20260624,150200,156500,146000,152500,521863,79213699600
20260623,165400,170800,150400,150900,683987,106737726900
20260622,169400,171500,162600,166700,480379,79934118200
20260619,171400,175600,164700,169400,905391,153673765200
20260618,178300,179400,170200,172300,516097,88968993700
20260617,182600,183100,177000,180000,361009,64867323450
20260616,185900,186400,179100,179500,472518,85998790550
20260615,178400,186500,176900,186500,510682,93584722350
20260612,172200,178600,168100,170000,642248,111076584300
20260611,159900,164300,155500,164300,898577,144409235050
20260610,166000,172700,161000,164500,536210,88677679450
20260609,161900,171800,160500,167600,663769,109840315800
20260608,170000,171400,158500,159700,651414,107019244600
20260605,197500,198000,180100,180100,772457,142583134350
20260604,201500,209000,196200,197400,656199,131287389150
20260602,203500,218000,197900,198000,867237,177421808850
20260601,215000,215000,205000,207000,662016,138115043750
20260529,217500,217500,210000,217000,1318811,284566656250
20260528,222500,223000,206500,218500,771344,165653046750
20260527,218000,227500,213000,213500,659252,144728004000
20260526,225000,235500,218000,220000,920419,208474179500
20260522,200000,219750,200000,216000,1141061,245547516250
20260521,183700,199400,182100,195000,560937,108528892050
20260520,181000,182800,174900,176700,557955,99286045000
20260519,192000,196600,181500,182400,580567,108127514550
20260518,191000,194500,184100,190400,577686,109630641550
20260515,208000,215500,188200,190500,825029,163384452450
20260514,205500,209000,195100,209000,807776,163746047950
20260513,203000,205000,194700,197100,666130,131902072450
20260512,223500,227000,203000,205500,992424,209344218000
20260511,236500,236500,218500,222000,829855,185955356500
20260508,235500,243500,228000,237500,629179,147944313500
20260507,229500,243500,225500,235500,1140239,266568843750
20260506,218000,229500,214000,228500,974039,216530262500
20260504,211500,218000,210000,215500,597043,128191364250
20260430,214000,214000,206000,206000,496622,103471851000
20260429,211000,219000,207500,212500,589037,125171184500
20260428,211000,216000,209000,213500,500672,106376500250
20260427,208500,210500,205000,207500,345978,71886892250
20260424,207500,209500,204000,208000,388962,80312731500
20260423,219000,219500,203500,205500,704169,146872237250
20260422,222500,222500,212500,218000,744134,161244648750
20260421,214000,220500,211000,220500,962694,209036356250
20260420,208000,213000,204500,210000,468514,98203229250
20260417,205500,211500,204000,208000,575204,119617115500
20260416,207000,209500,203000,205000,351483,72106196500
20260415,202000,206000,200000,202500,370153,75105694500
20260414,203500,204500,197700,197800,306781,61332784300
20260413,201500,204500,199000,199000,286581,57473591650
20260410,207000,207000,201500,201500,267837,54543994000
20260409,207500,209750,200000,206000,574238,117467940000
20260408,212500,214500,205000,208500,585119,121949568500
20260407,199700,211000,198700,201500,542160,111158259300
20260406,192600,204000,192600,199900,579226,115605893150
20260403,199500,200500,190000,192600,470485,91144090200
20260402,202500,211000,193700,196900,728719,145846823800
20260401,202000,204000,197500,202000,410700,82399459300
20260331,205000,205500,192200,192200,603090,119655024400
20260330,196500,206000,196300,203500,404454,81977266100
20260327,193900,206000,188700,202500,499114,98732097200
20260326,202000,207000,197400,198900,374921,75721525700
20260325,193400,204000,193200,203000,505161,101373179800
20260324,186800,196900,185700,193000,615748,118086672650
20260323,183800,184300,178300,179100,461538,83455322300
20260320,190800,193000,188800,191900,410787,78263383350
20260319,190200,196000,189500,189700,439588,84321406750
20260318,196900,197000,193500,196500,324967,63647345850
20260317,191300,196900,188400,193500,476351,91684254000
20260316,189700,192300,181300,187400,605477,112533528050
20260313,189000,191800,185300,191300,747253,141151891400
20260312,195000,200500,191600,197700,683785,133899880150
20260311,205500,207000,195500,197500,507330,102463958350
20260310,215500,215500,200000,203000,653625,134684412500
20260309,194800,206000,191000,202500,907354,179476019050
20260306,194600,205500,191300,202500,655517,130640494850
20260305,183000,206000,183000,195400,1237046,240945662800
20260304,188200,198000,165600,165600,1517050,271805590550
20260303,215500,224000,199500,199500,884982,186273658200
20260227,214000,225000,212500,221500,786277,173099761000
20260226,221500,224500,214000,219500,855441,187785979500
20260225,216000,220000,210750,216000,556738,120238265000
20260224,211500,214500,207000,213500,472468,99956025250
20260223,218500,222500,207500,209500,557503,119259357250
20260220,217500,217500,209000,214000,416915,88824849250
20260219,199300,215500,197050,214000,1095763,229566855000
20260213,203000,205000,195000,196100,817275,161952097700
20260212,201500,207500,198500,207000,575581,117833341900
20260211,203500,207500,199900,200000,369839,74947165150
20260210,207000,213000,201000,202000,447491,91631689250
20260209,204000,207000,197500,206500,899864,182122980650
20260206,200000,204000,193300,198200,1121283,221215747900
20260205,218500,221500,206000,211500,974505,207996122750
20260204,217500,231000,216000,222500,1082553,241134240750
