date,open,high,low,close,volume,trading_value
20260703,163400,163600,149500,162200,402156,62954827400
20260702,169000,169000,159500,163600,301168,49348267300
20260701,178200,178200,167100,170200,333203,56840811000
20260630,186100,186100,174500,175600,389172,69025290700
20260629,162000,187800,159000,187600,479720,85873180400
20260626,168600,171300,155700,160600,357402,58030532550
20260625,179700,182700,170000,170200,288673,50350313500
20260624,170200,182900,167100,178100,299430,52450905300
20260623,191800,198100,172000,172900,330793,60127157250
20260622,199100,201000,189500,192000,233717,45269773100
20260619,202000,210500,192000,199500,344750,68931459500
20260618,206000,209000,199700,202000,229712,46355451100
20260617,210500,213000,205000,209500,146612,30722668000
20260616,210500,212000,205500,209000,157425,32905549000
20260615,207000,212000,203500,210500,174675,36448997000
20260612,194900,205500,192200,199400,317096,63080218050
20260611,181100,187400,177400,184700,434516,79664182750
20260610,191200,197300,182600,187600,353371,66280089300
20260609,189600,197400,185000,193000,287081,54923308350
20260608,190200,197000,186200,187700,301459,57435320150
20260605,220000,222000,203000,209000,204019,42646985000
20260604,224000,233000,217000,221500,230025,51281578000
20260602,227500,244500,221500,222500,453638,104559773750
20260601,241000,242000,230000,231000,368520,86527320750
20260529,237500,249500,231500,245500,630103,153446048000
20260528,240000,241500,225500,238000,328997,77246971000
20260527,240000,244000,229000,229000,274944,64606814750
20260526,249500,250000,240000,240500,209833,51189459250
20260522,239000,249000,234500,243000,290033,70779476250
20260521,227000,233500,223500,232000,236575,54542766250
20260520,224500,225000,211500,216500,305249,65735189500
20260519,235000,235500,217500,224000,330942,74050204000
20260518,232500,236500,220000,232000,319699,72883896500
20260515,252500,263000,231000,235500,455373,111213895250
20260514,261000,261000,244000,250500,497388,124031643500
20260513,259500,261000,245500,251500,358788,90074383750
20260512,280500,282500,257000,261000,636711,169468411250
20260511,290000,290000,276500,280000,348680,98293578250
20260508,292500,299500,282000,290000,320035,91842264500
20260507,288000,298500,274500,296000,680410,196210284500
20260506,275000,294500,272000,288500,1054707,302626143000
20260504,260500,272500,260000,267000,589996,157788112250
20260430,260000,260500,248000,252000,425977,107719683250
20260429,262500,268500,254000,261000,344400,89833885500
20260428,253500,267500,253500,263000,632095,165322572000
20260427,256500,256500,246000,249500,285322,71199542750
20260424,249000,253500,244000,252000,314656,78494804750
20260423,261500,262000,240000,246000,475016,118259506750
20260422,257000,261500,247500,257500,541591,138185407750
20260421,242000,257000,239000,256500,744904,186518816250
20260420,236000,241000,234000,236500,296655,70568736750
20260417,227000,237000,224500,234500,492714,114183510000
20260416,222500,227000,221000,223500,224013,50120180750
20260415,217000,221500,215000,217500,207301,45253373000
20260414,218000,218500,212500,213000,134605,28890758000
20260413,214000,217250,211000,214500,181353,38750770500
20260410,219500,221000,215000,217500,203586,44179623250
20260409,219000,225000,215500,218000,399050,87481793000
20260408,217500,220000,212500,217500,345070,74725174500
20260407,210000,218500,207750,209000,328182,69783665500
20260406,210500,218500,208500,211000,280550,59854146500
20260403,219000,221500,204500,211500,394229,83150070250
20260402,215000,230000,210000,213000,841291,184843849500
20260401,211500,213000,206500,211500,269959,56687127750
20260331,214000,214500,201500,203500,444840,92048476500
20260330,203500,221500,202000,214500,576917,124859259500
20260327,195700,212500,190400,209000,450176,91264753500
20260326,204500,210000,199000,200000,286841,58617150400
20260325,199100,207000,197700,202500,355823,72056920450
20260324,192900,199900,192300,196400,399666,78394418300
20260323,191100,192200,186000,186400,329162,62111189000
20260320,201000,202000,198000,199200,213964,42623863050
20260319,194300,204000,194100,198000,298252,59279279700
20260318,195500,201500,195000,200500,381738,75964506600
20260317,197400,197700,192500,193100,359857,70140481850
20260316,189500,198900,188200,191200,603441,116550601000
20260313,201500,201500,189600,190900,1585544,303497656550
20260312,210000,213500,206500,210500,177842,37258901500
20260311,214000,218500,208500,210500,201978,43197794250
20260310,213000,213500,205500,210000,229082,48138822250
20260309,200000,207000,196000,202500,348100,69635350650
20260306,206000,216500,202000,215500,359162,75695241750
20260305,203000,213000,201500,208000,393825,81732249500
20260304,215000,219000,184500,185200,755094,150207551150
20260303,242000,252500,224000,226500,667688,158675286500
20260227,243000,249000,241000,247000,485158,119443098750
20260226,249000,250000,240500,247000,542279,133253167000
20260225,237000,254000,232000,246000,781807,191264242750
20260224,228000,239500,226500,236000,588396,138049084250
20260223,236000,236000,224000,225500,363163,82616157000
20260220,235500,237000,230000,233000,236523,55149359000
20260219,228000,236500,225000,234500,430899,100633185000
20260213,224000,230000,220000,224000,340336,76667216000
20260212,222000,230000,219500,227500,632915,143509927500
20260211,221500,222500,216000,218500,214838,47092453500
20260210,226000,228000,218000,221000,363997,80497957000
20260209,224500,227500,220000,225500,396828,89036504000
20260206,216500,218000,210000,218000,441504,94586423500
20260205,230000,234000,222000,225500,563594,128024168000
20260204,226000,233500,224000,232500,561217,129229670250
