date,open,high,low,close,volume,trading_value
20260629,14390,17200,14390,15760,1003254,16305952475
20260622,18640,18810,14200,14390,999566,16222516030
20260615,19110,20250,17680,18630,955214,18124136040
20260608,17000,20500,16020,18610,1496880,27461387680
20260601,19010,19250,17740,17800,747204,13791486350
20260526,21200,21350,18780,19310,1086278,21301150135
20260518,21350,21350,19020,20750,1152442,23149891565
20260511,26000,26200,21200,21400,1619244,36991995375
20260504,27000,27850,26000,26400,867685,23320662225
20260427,27800,27800,26200,26400,788024,21250501800
20260420,24700,29750,24150,27700,2170256,58611797125
20260413,22700,24550,22550,24200,736564,17136850850
20260406,21150,23200,21150,23100,920242,20687398475
20260330,20850,22850,20600,21050,881705,19142420625
20260323,21750,22450,20100,21650,922714,19642942300
20260316,21900,22750,21200,22200,653901,14377640100
20260309,21500,23500,21200,21950,788209,17572085975
20260303,26500,26800,20400,23450,1266150,29269814050
20260223,26850,28700,26200,27100,1196510,32623414500
20260219,26150,26700,25850,26550,363812,9601705750
20260209,25200,27350,25200,25950,996142,26159293425
20260202,26900,27650,23900,24350,1058174,27214516150
20260126,26500,29250,26250,27350,1558735,42724579850
20260119,23650,27100,23150,26050,1430481,36024413325
20260112,23400,24750,23200,23850,875106,20955726275
20260105,24050,25250,22800,23400,939673,22467662300
20251229,26000,26500,24150,24150,411303,10301460175
20251222,27650,27950,26300,26450,400640,10904717875
20251215,29950,30400,26450,27100,871476,24534136425
20251208,29050,30900,28750,30250,1032321,30958876675
20251201,28800,29900,28650,29150,488845,14254577300
20251124,28700,28850,26500,28500,568418,15720554400
20251117,32750,32800,28250,28400,724817,21600767125
20251110,29500,33600,28800,31450,1345263,42434804600
20251103,31100,32300,28850,29150,991538,30396078625
20251027,35000,35100,30550,30700,1045438,34504314250
20251020,33700,34250,31850,33700,1249134,41248741850
20251013,26700,34150,25950,33950,1694677,52458677825
20251010,26350,26850,25750,26750,133707,3533255450
20250929,27800,27800,26350,26850,265620,7129361750
20250922,28900,29750,27250,27350,514225,14625508075
20250915,28200,29300,28000,28700,579712,16657683950
20250908,27400,28300,27200,28200,569145,15740003750
20250901,27800,27900,26750,27550,404424,11033955150
20250825,29600,30150,27450,27750,767555,22205030400
20250818,31450,31450,28750,28850,732856,21841715525
20250811,28450,32250,28350,31700,1173941,35930605375
20250804,26600,29350,26050,28400,688516,19232163375
20250728,29450,30300,26350,26450,896711,25441681475
20250721,29300,30050,28250,28850,538288,15725042875
20250714,28250,29750,26750,29150,803286,22711613800
20250707,28750,29200,27350,28450,764241,21705598550
20250630,27050,29000,26700,28800,830197,23167020600
20250623,25900,28500,25150,26650,1353919,37155221600
20250616,22800,26600,22300,26150,1390775,34376698525
20250609,22350,23800,21800,22800,669932,15356772325
20250602,21400,22500,20850,22350,293186,6344820400
20250526,20250,21550,19870,21350,783966,16257237365
20250519,22000,22750,19980,20100,655510,13771358215
20250512,22500,23700,22050,22250,429880,9789102250
20250507,23100,23350,22350,22400,405974,9268311350
20250428,23050,23700,21950,22700,346521,7926369325
20250421,22200,23450,21500,23000,586108,13106755175
20250414,22100,22700,21350,22250,441132,9727472575
20250407,20950,22350,19310,21950,1060718,22057907090
20250331,22900,23050,20000,21650,1158315,24866096550
20250324,25250,25550,23400,23500,574764,14063561600
20250317,25900,28250,25150,25400,835592,21943739850
20250310,26700,27800,25350,25700,771048,20393258575
20250304,28200,28200,26200,26950,717985,19364538150
20250224,27300,30700,27200,28000,2037953,59112143350
20250217,24650,27850,24500,27650,1558167,41423448850
20250210,22700,24750,22150,24350,889299,21238511200
20250203,22800,24150,21650,22900,981486,22404414050
20250131,23500,23750,22700,23000,113885,2619898450
20250120,24800,25900,22950,23300,888655,21409046450
20250113,24750,25850,24450,24750,545865,13628365350
20250106,24050,25850,23800,25000,881808,22232888900
20241230,22350,24050,21850,23600,505633,11641470800
20241223,22850,24600,22250,22500,551299,12906372600
20241216,24450,25150,22700,22750,869229,20839011500
20241209,24050,24650,22650,24250,1186705,28185708400
20241202,26650,27400,23650,24200,971406,24550058400
20241125,27250,28550,26200,26250,586038,16138499400
20241118,24800,27600,24800,27000,650680,17272098250
20241111,30100,30700,24350,25150,1275724,34336235150
20241104,34050,34500,29100,30100,1867787,58535331450
20241028,30800,34400,30800,34000,951742,31664956550
20241021,33100,33550,30600,30800,828097,26163564350
20241014,36000,36100,33000,33100,1111738,38271100600
20241007,34100,38750,34100,36250,1882057,70397302900
20240930,37050,38000,33850,34050,968269,34668433050
20240923,33300,37150,32600,36350,1752851,61784776150
20240919,34050,34200,32250,32950,479409,15759846700
20240909,31350,34100,29800,33750,1980819,64049507200
20240902,33150,34850,31750,31750,2014398,67541993000
20240826,34050,34950,32600,32900,3449654,114510373250
20240819,31800,34400,31450,34200,916274,30289642500
20240812,33200,34000,31150,31700,1043307,33469459650
20240805,36000,36200,30950,33000,1150032,38740658950
