date,open,high,low,close,volume,trading_value
20260703,99400,103900,79800,87300,6201570,566574588700
20260630,136000,138200,93200,106600,27448529,3151073279100
20260529,155800,165800,115000,139000,30469420,4363574785450
20260430,148000,166700,139700,152900,28502543,4380734893150
20260331,179000,189400,133500,139500,41952301,6610687318700
20260227,164800,190000,148600,185000,59880118,10126929954350
20260130,89900,182700,87000,162500,92750921,11882558371800
20251230,86800,121600,86300,90800,98245942,10232797941023
20251128,91400,102400,74100,84500,71835968,6422867908050
20251031,47650,98700,45550,88000,54398687,4231791278500
20250930,50200,51200,47450,47450,10255557,507068461225
20250829,48750,59400,47450,50600,17151300,931840889600
20250731,45250,52800,44500,49300,19927855,964871115750
20250630,42900,50500,41000,45150,17768959,799600114250
20250530,50000,50900,37750,42800,14961472,649102166675
20250430,50100,54100,45150,51000,17242201,861564111075
20250331,61900,63000,49500,49650,14056917,816896341925
20250228,58567,68100,55820,62200,20326558,1262128155300
20250131,56506,65041,54054,59842,19061314,1166639241200
20241230,75538,77206,55329,56408,19461976,1292761274400
20241129,75931,87310,60725,74655,25439330,1913003156200
20241031,86329,92510,74459,77500,15536277,1296259443400
20240930,84171,92314,71222,86918,21880388,1811374102400
20240830,91235,92510,78874,83975,21276606,1847537900000
20240731,88782,105656,87409,90548,35437172,3421268772400
20240628,92019,107127,87016,88390,27297190,2646678581500
20240531,103007,104773,86722,92608,26930988,2563950011600
20240430,123020,128906,98690,104184,29995411,3261876485500
20240329,122431,133418,114779,124197,26092464,3195041939000
20240229,98298,135577,97513,121254,52416622,6179006057800
20240131,127140,130475,94178,98494,38630381,4355553381500
20231228,143621,145583,118311,126944,54169876,7137467011000
20231130,123020,182077,115760,146760,67852909,9848245066000
20231031,174621,175602,119684,121646,45703710,6773137577000
20230927,242116,242116,170697,176780,63861072,12258905518000
20230831,250160,253299,199147,246628,108538887,25017072750000
20230731,151469,301958,150881,236818,158260427,32759634303000
20230630,111444,156767,108893,147938,98957840,13702914964000
20230531,147153,152647,97905,110463,102740852,12011976220500
20230428,99671,160887,92706,143229,192812579,24085449741500
20230331,56212,104184,53367,97807,218870769,17139468185000
20230228,24231,57880,24231,56016,183017819,7381307183600
20230131,20797,25486,20719,24093,38364584,876002901300
20221229,27043,27348,20150,20209,59419512,1354333081500
20221130,27214,27481,22736,26681,73490941,1868060041500
20221031,22469,29539,21478,27062,80196641,2111411579700
20220930,21668,28491,20563,22049,107327996,2634000834800
20220831,17018,23441,16828,21897,113963629,2408691592500
20220729,13645,18390,12463,17018,81734585,1302281468300
20220630,15570,15779,12178,13645,37688975,539936491300
20220531,16046,17800,14998,15722,34289109,557411300300
20220429,17437,20067,15112,16389,57085365,1019479503100
20220331,16389,18428,15875,17552,49475600,860524046900
20220228,12978,16580,12101,16485,78060582,1088808563400
20220128,22373,22488,11091,12425,87042735,1368346504100
20211230,24202,24389,19062,22393,65275580,1421200266100
20211130,18595,30108,18333,23940,139882544,3480227715900
20211029,18408,19492,17063,18707,61972069,1125803434800
20210930,20557,20819,17287,18464,112418812,2120315897100
20210831,13362,21959,12876,20838,232763476,4292105020600
