date,open,high,low,close,volume,trading_value
20260703,471000,471000,429000,467500,498975,223583854750
20260702,486000,493500,459500,470500,451674,215022301250
20260701,501000,504000,478000,491000,431232,211762165750
20260630,504000,511000,485000,487000,564868,279656095250
20260629,468500,514000,459500,512000,737533,364723297000
20260626,480000,496000,442000,455000,580098,268587608750
20260625,501000,512000,479000,481000,430322,211170302250
20260624,478500,495500,467500,489000,580727,281296003000
20260623,534000,547000,469000,469000,712421,350244398000
20260622,564000,570000,530000,533000,435643,238828910000
20260619,527000,582000,527000,555000,964995,535374965500
20260618,543000,544000,520000,522000,391100,205530741000
20260617,556000,556000,536000,550000,257980,141385004000
20260616,564000,565000,546000,549000,352915,194975782500
20260615,566000,573000,542000,553000,531797,296998082500
20260612,531000,570000,520000,539000,677491,371565641000
20260611,476500,498500,466500,498500,498703,243383395500
20260610,509000,524000,482000,496500,514326,255045165500
20260609,516000,527000,488000,515000,590666,298410502250
20260608,504000,525000,499500,503000,624954,318361270000
20260605,599000,601000,555000,568000,542951,309391668500
20260604,604000,624000,586000,607000,466801,280544575500
20260602,641000,670000,595000,602000,1018750,638110640500
20260601,679000,679000,650000,652000,854997,562693882500
20260529,680000,707000,657000,688000,2040080,1399762361500
20260528,660000,691000,643000,676000,1585322,1060699613500
20260527,636000,674000,629000,630000,799920,519453934500
20260526,666000,667000,631000,642000,481983,310491116500
20260522,640000,657000,627000,647000,652607,420428048000
20260521,592000,616000,578000,616000,516899,312086851000
20260520,580000,584000,548000,570000,691785,387634190000
20260519,612000,621000,570000,587000,511340,300170058500
20260518,592000,616000,565000,613000,554836,328350920000
20260515,629000,668000,603000,614000,1100294,702349828000
20260514,663000,665000,623000,636000,712838,453700236500
20260513,612000,645000,600000,634000,788819,492607554500
20260512,676000,680000,616000,629000,1349091,859266083000
20260511,670000,693000,651000,684000,850986,573956140000
20260508,683000,694000,671000,678000,460537,312778629000
20260507,698000,698000,677000,694000,604589,415338141000
20260506,707000,707000,677000,698000,813564,566297343000
20260504,715000,717000,694000,705000,663957,466135893500
20260430,721000,723000,692000,695000,853824,601812980000
20260429,689000,714000,685000,712000,1268312,891582704000
20260428,657000,690000,650000,680000,1454459,975089861000
20260427,641000,648000,616000,635000,701082,441316308000
20260424,648000,663000,631000,641000,786062,506278313000
20260423,657000,669000,613000,630000,1204489,766978572000
20260422,686000,686000,647000,659000,1727542,1149456440500
20260421,570000,648000,557000,645000,2533682,1552350939500
20260420,515000,549000,509000,538000,827022,443343348000
20260417,480000,515000,473000,513000,1116580,561035118250
20260416,473000,480000,473000,478500,357441,170471006500
20260415,473500,478500,466000,471000,632770,298619093250
20260414,485500,491000,463000,470500,798652,378575712500
20260413,476500,493000,472000,477500,482539,231656849500
20260410,483000,490000,473000,481000,550626,265554794000
20260409,475000,493500,469000,480000,1003279,485237585500
20260408,471000,471500,454500,471500,821542,382075090250
20260407,448500,468500,445000,456500,759485,349341978000
20260406,441000,470000,438000,453500,1125434,514294922000
20260403,451500,460000,432500,438500,692098,305137908500
20260402,434500,460000,430000,443000,1822137,809600400750
20260401,425000,434000,413000,432000,779644,331716203000
20260331,419500,429500,404000,408000,1110671,461387646250
20260330,389000,418000,388500,412500,735298,300701828000
20260327,387500,409000,375000,405500,657568,259824926750
20260326,402000,413500,391000,396500,455967,183264902750
20260325,401000,411500,399500,404000,416484,168446997750
20260324,392000,403000,383500,397500,531265,209543650000
20260323,386500,387000,375500,376500,462325,175880932000
20260320,405000,407000,398000,400500,397940,159595877750
20260319,397000,414000,396000,402500,428488,173472568000
20260318,397000,405000,393500,405000,384421,153754101000
20260317,395000,397500,388000,389000,359325,141399066000
20260316,395000,398000,380000,383000,483616,186657457000
20260313,387000,397000,384500,388000,531172,207444311000
20260312,396000,402000,394000,400000,616460,245703270500
20260311,413500,419000,394500,400000,531148,217736999500
20260310,415000,415000,394000,403500,597355,241213362000
20260309,386500,394500,375500,389000,754807,289850267750
20260306,388500,411500,385500,410500,796681,319048665000
20260305,391000,407000,385000,392500,1008865,400380804000
20260304,390000,406000,348500,351000,1895549,709162088750
20260303,453500,454500,408000,408000,1453235,628117006500
20260227,439500,473500,438500,466000,1207350,556370342000
20260226,439500,457000,436500,449000,1109842,496655948750
20260225,422000,443500,415000,433000,1253279,539046448000
20260224,400500,427000,399500,421500,2584055,1080460352750
20260223,407500,407500,387000,391500,793713,312980396500
20260220,402000,420500,399000,402000,928083,377512370000
20260219,379500,409000,377000,408000,1085467,426779975500
20260213,377500,383000,372500,374500,517002,194793382250
20260212,381000,386000,373000,385500,639928,244401282750
20260211,381500,384500,373500,377000,367852,139111187750
20260210,385500,391500,377000,381000,504263,193600258000
20260209,381500,383000,375000,380000,477549,181247639000
20260206,370500,373000,358500,370000,727300,266107619000
20260205,388000,399500,380000,385500,1150046,447670336000
20260204,374000,396000,372500,391500,1224216,477621462750
